,First_pokemon,Second_pokemon,Winner
38096,Bayleef,Yanmega,Yanmega
38097,Golurk,Pelipper,Pelipper
38098,Seedot,Sharpedo,Sharpedo
38099,Dragalge,Cradily,Dragalge
38100,Kricketot,Beartic,Beartic
38101,Beldum,Abra,Abra
38102,Lucario,Tentacool,Lucario
38103,Shinx,Pidgeot,Pidgeot
38104,Zoroark,Marshtomp,Zoroark
38105,Clefable,Mega Metagross,Mega Metagross
38106,Vileplume,Glameow,Glameow
38107,Drifloon,Beheeyem,Drifloon
38108,Swablu,Chinchou,Chinchou
38109,Minccino,Nidorina,Minccino
38110,Hydreigon,Gligar,Hydreigon
38111,Clamperl,Remoraid,Remoraid
38112,Drowzee,Kabutops,Kabutops
38113,Omastar,Rampardos,Rampardos
38114,Mega Altaria,Mothim,Mega Altaria
38115,Omanyte,White Kyurem,White Kyurem
38116,Gourgeist Super Size,Beartic,Gourgeist Super Size
38117,Quilava,Spewpa,Quilava
38118,Abomasnow,Lileep,Abomasnow
38119,Reshiram,Deerling,Reshiram
38120,Tynamo,Magcargo,Tynamo
38121,Hippopotas,Espurr,Espurr
38122,Carvanha,Solrock,Carvanha
38123,White Kyurem,Registeel,White Kyurem
38124,Bouffalant,Infernape,Infernape
38125,Castform,Dustox,Castform
38126,Cacnea,Shieldon,Cacnea
38127,Luxio,Cresselia,Cresselia
38128,Deerling,Hypno,Deerling
38129,Flygon,Karrablast,Flygon
38130,Rotom,Lanturn,Rotom
38131,Rhyhorn,Venusaur,Venusaur
38132,Barboach,Vivillon,Vivillon
38133,Parasect,Mega Sharpedo,Mega Sharpedo
38134,Sceptile,Heat Rotom,Sceptile
38135,Froslass,Klinklang,Klinklang
38136,Vanillite,Zygarde 50% Form,Zygarde 50% Form
38137,Shelmet,Cryogonal,Cryogonal
38138,Mega Garchomp,Wurmple,Mega Garchomp
38139,Ninjask,Elgyem,Ninjask
38140,Ho-oh,Nidorina,Ho-oh
38141,Vulpix,Sableye,Sableye
38142,Bagon,Tympole,Tympole
38143,Feebas,Burmy Plant Cloak,Feebas
38144,Basculin White-Striped Form,Golurk,Golurk
38145,Noivern,Floatzel,Noivern
38146,Jigglypuff,Abra,Jigglypuff
38147,Feraligatr,Wartortle,Feraligatr
38148,Nosepass,Elgyem,Elgyem
38149,Shiftry,Anorith,Shiftry
38150,Vivillon,Palpitoad,Vivillon
38151,Bagon,Camerupt,Bagon
38152,Koffing,Exeggutor,Exeggutor
38153,Caterpie,Meganium,Meganium
38154,Inkay,Vibrava,Vibrava
38155,Bronzor,Litwick,Bronzor
38156,Horsea,Beautifly,Beautifly
38157,Piloswine,Mega Absol,Mega Absol
38158,Florges,Exploud,Florges
38159,Castform,Weavile,Weavile
38160,Roserade,Goodra,Roserade
38161,Venonat,Magmar,Magmar
38162,Mega Pidgeot,Breloom,Mega Pidgeot
38163,Houndour,Doduo,Doduo
38164,Gyarados,Vileplume,Gyarados
38165,Murkrow,Flabébé,Murkrow
38166,Koffing,Fletchling,Fletchling
38167,Clefable,Arceus,Arceus
38168,Houndoom,Mega Aerodactyl,Mega Aerodactyl
38169,Tynamo,Munchlax,Munchlax
38170,Mega Pidgeot,Croconaw,Mega Pidgeot
38171,Slakoth,Ampharos,Ampharos
38172,Magmortar,Sealeo,Magmortar
38173,Swadloon,Mantine,Mantine
38174,Mega Mewtwo X,Finneon,Mega Mewtwo X
38175,Yanma,Crawdaunt,Yanma
38176,Stantler,Wingull,Wingull
38177,Rattata,Mega Houndoom,Mega Houndoom
38178,Skitty,Aron,Skitty
38179,Armaldo,Floette,Floette
38180,Lotad,Loudred,Loudred
38181,Masquerain,Spiritomb,Masquerain
38182,Dratini,Yamask,Dratini
38183,Mega Camerupt,Sigilyph,Sigilyph
38184,Drilbur,Slowpoke,Drilbur
38185,Talonflame,Primal Kyogre,Talonflame
38186,Carvanha,Teddiursa,Carvanha
38187,Keldeo Resolute Form,Mega Camerupt,Keldeo Resolute Form
38188,Bagon,Nidorino,Nidorino
38189,White Kyurem,Scolipede,Scolipede
38190,Black Kyurem,Tyrunt,Black Kyurem
38191,Granbull,Goodra,Granbull
38192,Klefki,Mega Banette,Mega Banette
38193,Claydol,Magby,Magby
38194,Floatzel,Mega Sceptile,Mega Sceptile
38195,Keldeo Ordinary Form,Gyarados,Keldeo Ordinary Form
38196,Magnezone,Drowzee,Magnezone
38197,Darmanitan Standard Mode,Furret,Darmanitan Standard Mode
38198,Rufflet,Nidoking,Rufflet
38199,Chimchar,Mudkip,Chimchar
38200,Croagunk,Huntail,Huntail
38201,Deino,Darumaka,Darumaka
38202,Kadabra,Lanturn,Kadabra
38203,Leavanny,Hoopa Unbound,Leavanny
38204,Mega Absol,Clawitzer,Mega Absol
38205,Aerodactyl,Sandile,Aerodactyl
38206,Cubone,Slowking,Cubone
38207,Exeggutor,Magikarp,Exeggutor
38208,Palkia,Phanpy,Palkia
38209,Braixen,Meowstic Male,Meowstic Male
38210,Groudon,Meowth,Meowth
38211,Drapion,Charizard,Charizard
38212,Cloyster,Cacnea,Cloyster
38213,Rhydon,Mega Tyranitar,Mega Tyranitar
38214,Quagsire,Meloetta Aria Form,Meloetta Aria Form
38215,Swinub,Paras,Swinub
38216,Woobat,Scolipede,Scolipede
38217,Simisage,Aerodactyl,Aerodactyl
38218,Quilladin,Roselia,Roselia
38219,Swellow,Pawniard,Swellow
38220,Wartortle,Grimer,Wartortle
38221,Feebas,Gible,Gible
38222,Dragonair,Feebas,Feebas
38223,Cinccino,Wormadam Trash Cloak,Cinccino
38224,Mamoswine,Mew,Mew
38225,Aggron,Dugtrio,Dugtrio
38226,Beheeyem,Solosis,Beheeyem
38227,Mega Sharpedo,Goodra,Mega Sharpedo
38228,Elekid,Nincada,Elekid
38229,Regigigas,Landorus Therian Form,Regigigas
38230,Noivern,Mesprit,Noivern
38231,Mienfoo,Octillery,Mienfoo
38232,Accelgor,Weezing,Accelgor
38233,Togetic,Pidgeotto,Pidgeotto
38234,Deoxys Normal Form,Jolteon,Deoxys Normal Form
38235,Infernape,Jirachi,Infernape
38236,Mega Mawile,Clamperl,Mega Mawile
38237,Furret,Loudred,Furret
38238,Palpitoad,Cherubi,Palpitoad
38239,Slowking,Tirtouga,Slowking
38240,Solosis,Alomomola,Alomomola
38241,Mega Heracross,Hoothoot,Mega Heracross
38242,Archeops,Venonat,Archeops
38243,Duosion,Heliolisk,Heliolisk
38244,Zoroark,Umbreon,Zoroark
38245,Shroomish,Mega Audino,Mega Audino
38246,Spinda,Mega Mewtwo Y,Mega Mewtwo Y
38247,Mega Diancie,Kyurem,Mega Diancie
38248,Fennekin,Piplup,Fennekin
38249,Marowak,Haxorus,Haxorus
38250,Mega Diancie,Mega Sceptile,Mega Sceptile
38251,Masquerain,Swinub,Masquerain
38252,Primal Kyogre,Nosepass,Primal Kyogre
38253,Vibrava,Kricketune,Vibrava
38254,Poliwhirl,Mega Glalie,Mega Glalie
38255,Amaura,Avalugg,Amaura
38256,Jolteon,Klinklang,Jolteon
38257,Alakazam,Pyroar,Alakazam
38258,Vibrava,Feebas,Feebas
38259,Dialga,Nidoran♀,Dialga
38260,Yveltal,Reshiram,Yveltal
38261,Lilligant,Mega Sceptile,Mega Sceptile
38262,Relicanth,Tangrowth,Relicanth
38263,Mega Banette,Whimsicott,Whimsicott
38264,Yanmega,Carbink,Yanmega
38265,Farfetch'd,Ekans,Farfetch'd
38266,Makuhita,Mega Camerupt,Makuhita
38267,Chesnaught,Misdreavus,Misdreavus
38268,Granbull,Rhyhorn,Granbull
38269,Sharpedo,Togetic,Sharpedo
38270,Carbink,Gothorita,Gothorita
38271,Pyroar,Darmanitan Zen Mode,Pyroar
38272,Vespiquen,Hitmonchan,Hitmonchan
38273,Heatran,Gastrodon,Heatran
38274,Sigilyph,Mega Diancie,Mega Diancie
38275,Electabuzz,Mesprit,Electabuzz
38276,Forretress,Clamperl,Forretress
38277,Vulpix,Mega Camerupt,Mega Camerupt
38278,Sawk,Jumpluff,Jumpluff
38279,Rhyperior,Nidorina,Rhyperior
38280,Talonflame,Solosis,Talonflame
38281,Celebi,Liepard,Liepard
38282,Dragalge,Heat Rotom,Heat Rotom
38283,Bisharp,Mega Pidgeot,Mega Pidgeot
38284,Whirlipede,Gible,Whirlipede
38285,Druddigon,Yveltal,Yveltal
38286,Vivillon,Avalugg,Avalugg
38287,Abomasnow,Kricketune,Kricketune
38288,Weezing,Crawdaunt,Weezing
38289,Litwick,Magmar,Magmar
38290,Mega Altaria,Volcanion,Mega Altaria
38291,Lumineon,Chikorita,Lumineon
38292,Bouffalant,Cloyster,Cloyster
38293,Binacle,Hypno,Hypno
38294,Poochyena,Beartic,Beartic
38295,Venipede,Graveler,Graveler
38296,Pineco,Shelgon,Shelgon
38297,Bellsprout,Carracosta,Bellsprout
38298,Bergmite,Azelf,Azelf
38299,Purugly,Pansear,Purugly
38300,Barboach,Spearow,Spearow
38301,Sandile,Mudkip,Sandile
38302,Medicham,Petilil,Medicham
38303,Gothitelle,Mega Mewtwo Y,Mega Mewtwo Y
38304,Venomoth,Mightyena,Venomoth
38305,Lampent,Gabite,Gabite
38306,Wormadam Sandy Cloak,Swablu,Swablu
38307,Quilava,Smoochum,Quilava
38308,Virizion,Vigoroth,Virizion
38309,Mienfoo,Croagunk,Mienfoo
38310,Kirlia,Leavanny,Leavanny
38311,Pineco,Gengar,Gengar
38312,Diggersby,Swoobat,Swoobat
38313,Natu,Elgyem,Natu
38314,Metagross,Delphox,Delphox
38315,Skitty,Litwick,Litwick
38316,Nincada,Ferrothorn,Nincada
38317,Haxorus,Pancham,Haxorus
38318,Archen,Garchomp,Archen
38319,Qwilfish,Froslass,Froslass
38320,Pancham,Taillow,Taillow
38321,Exploud,Lotad,Exploud
38322,Finneon,Patrat,Finneon
38323,Zapdos,Reshiram,Zapdos
38324,Beedrill,Deino,Beedrill
38325,Mesprit,Mega Gallade,Mega Gallade
38326,Rhyhorn,Palkia,Palkia
38327,Wobbuffet,Barboach,Barboach
38328,Charmeleon,Horsea,Charmeleon
38329,Magby,Mega Lopunny,Mega Lopunny
38330,Ambipom,Dwebble,Ambipom
38331,Magcargo,Virizion,Virizion
38332,Carracosta,Mega Scizor,Mega Scizor
38333,Gardevoir,Kabuto,Gardevoir
38334,Lugia,Slowbro,Lugia
38335,Deoxys Attack Form,Aron,Deoxys Attack Form
38336,Durant,Pupitar,Durant
38337,Scatterbug,Pelipper,Pelipper
38338,Noctowl,Malamar,Malamar
38339,Dustox,Frillish,Dustox
38340,Elgyem,Klinklang,Klinklang
38341,Deerling,Staravia,Staravia
38342,Silcoon,Combusken,Combusken
38343,Shellder,Mamoswine,Mamoswine
38344,Mantine,Vivillon,Vivillon
38345,Mantine,Kakuna,Mantine
38346,Escavalier,Glaceon,Escavalier
38347,Shellos,Venusaur,Venusaur
38348,Weezing,Lombre,Weezing
38349,Spheal,Tornadus Incarnate Form,Tornadus Incarnate Form
38350,Finneon,Silcoon,Finneon
38351,Slowpoke,Diggersby,Diggersby
38352,Simisear,Turtwig,Simisear
38353,Finneon,Heat Rotom,Heat Rotom
38354,Parasect,Nidoran♂,Nidoran♂
38355,Glameow,Mime Jr.,Glameow
38356,Mega Glalie,Mega Camerupt,Mega Camerupt
38357,Archen,Espeon,Espeon
38358,Buneary,Zekrom,Zekrom
38359,Weedle,Floatzel,Floatzel
38360,Simipour,Floatzel,Floatzel
38361,Crawdaunt,Heliolisk,Heliolisk
38362,Simisear,Dratini,Simisear
38363,Bibarel,Slugma,Bibarel
38364,Lombre,Scizor,Scizor
38365,Porygon-Z,Ampharos,Porygon-Z
38366,Arceus,Durant,Arceus
38367,Nuzleaf,Parasect,Nuzleaf
38368,Pidgey,Vanillite,Pidgey
38369,Garbodor,Nidoking,Nidoking
38370,Tympole,Gothitelle,Gothitelle
38371,Phione,Starmie,Starmie
38372,Tynamo,Rhyhorn,Rhyhorn
38373,Darmanitan Standard Mode,Slakoth,Darmanitan Standard Mode
38374,Goodra,Makuhita,Goodra
38375,Bibarel,Gogoat,Bibarel
38376,Delphox,Sableye,Delphox
38377,Shaymin Sky Form,Carnivine,Shaymin Sky Form
38378,Fraxure,Lanturn,Lanturn
38379,Togekiss,Hoopa Confined,Togekiss
38380,Accelgor,Totodile,Accelgor
38381,Mega Manectric,Chingling,Mega Manectric
38382,Sentret,Rotom,Rotom
38383,Ludicolo,Kingdra,Kingdra
38384,Poliwhirl,Thundurus Therian Form,Thundurus Therian Form
38385,Musharna,Zweilous,Zweilous
38386,Greninja,Meditite,Greninja
38387,Gogoat,Farfetch'd,Gogoat
38388,Donphan,Mega Alakazam,Donphan
38389,Mega Manectric,Kingler,Mega Manectric
38390,Ledyba,Zigzagoon,Zigzagoon
38391,Ralts,Voltorb,Voltorb
38392,Tentacruel,Glaceon,Tentacruel
38393,Manectric,Eevee,Manectric
38394,Magmortar,Lumineon,Lumineon
38395,Slowking,Eelektrik,Eelektrik
38396,Gengar,Dewgong,Gengar
38397,Glalie,Durant,Durant
38398,Latios,Miltank,Latios
38399,Munna,Gurdurr,Gurdurr
38400,Fan Rotom,Floette,Fan Rotom
38401,Thundurus Incarnate Form,Gliscor,Gliscor
38402,Combusken,Shaymin Sky Form,Shaymin Sky Form
38403,Litleo,Illumise,Illumise
38404,Deoxys Attack Form,Slakoth,Deoxys Attack Form
38405,Togekiss,Frost Rotom,Frost Rotom
38406,Tympole,Mega Aggron,Tympole
38407,Dragonair,Staryu,Staryu
38408,Mega Altaria,Woobat,Mega Altaria
38409,Pichu,Clefairy,Pichu
38410,Roserade,Fletchling,Roserade
38411,Tyrogue,Electrike,Electrike
38412,Landorus Therian Form,Spritzee,Landorus Therian Form
38413,Raichu,Emboar,Raichu
38414,Treecko,Fan Rotom,Fan Rotom
38415,Wormadam Plant Cloak,Mega Audino,Mega Audino
38416,Trubbish,Hitmontop,Hitmontop
38417,Regice,Lickilicky,Lickilicky
38418,Palkia,Skrelp,Palkia
38419,Gallade,Treecko,Gallade
38420,Beedrill,Mega Steelix,Mega Steelix
38421,Shieldon,Kricketot,Shieldon
38422,Helioptile,Lumineon,Lumineon
38423,Mega Blastoise,Noctowl,Mega Blastoise
38424,Silcoon,Klinklang,Klinklang
38425,Farfetch'd,Mega Diancie,Mega Diancie
38426,Prinplup,Amaura,Prinplup
38427,Empoleon,Kakuna,Empoleon
38428,Mega Mawile,Charmander,Charmander
38429,Electrode,Heatmor,Electrode
38430,Mega Camerupt,Flygon,Flygon
38431,Cofagrigus,Mega Gallade,Mega Gallade
38432,Bouffalant,Timburr,Bouffalant
38433,Swanna,Fennekin,Swanna
38434,Slakoth,Mega Metagross,Mega Metagross
38435,Seviper,Rotom,Rotom
38436,Scatterbug,Crawdaunt,Crawdaunt
38437,Gothita,Ponyta,Ponyta
38438,Venonat,Mewtwo,Mewtwo
38439,Gorebyss,Toxicroak,Toxicroak
38440,Cobalion,Flabébé,Cobalion
38441,Sneasel,Muk,Sneasel
38442,Slugma,Diancie,Diancie
38443,Crawdaunt,Ampharos,Ampharos
38444,Karrablast,Meganium,Meganium
38445,Vaporeon,Breloom,Breloom
38446,Cobalion,Zubat,Cobalion
38447,Pidgeotto,Jynx,Jynx
38448,Machoke,Hippopotas,Machoke
38449,Starly,Dusknoir,Dusknoir
38450,Mega Abomasnow,Eelektross,Eelektross
38451,Tentacool,Vivillon,Vivillon
38452,Mega Altaria,Espurr,Mega Altaria
38453,Slugma,Chansey,Slugma
38454,Swalot,Magnezone,Magnezone
38455,Aerodactyl,Dustox,Aerodactyl
38456,Mega Gardevoir,Lapras,Mega Gardevoir
38457,Skiploom,Tympole,Skiploom
38458,Wormadam Sandy Cloak,Grimer,Wormadam Sandy Cloak
38459,Diggersby,Vulpix,Diggersby
38460,Sentret,Alomomola,Alomomola
38461,Rufflet,Bouffalant,Rufflet
38462,Celebi,Crawdaunt,Celebi
38463,Giratina Altered Form,Illumise,Giratina Altered Form
38464,Gyarados,Suicune,Suicune
38465,Drifloon,Suicune,Suicune
38466,Deoxys Speed Form,Mega Metagross,Deoxys Speed Form
38467,Deoxys Normal Form,Kangaskhan,Deoxys Normal Form
38468,Gourgeist Small Size,Bonsly,Gourgeist Small Size
38469,Claydol,Meowstic Male,Meowstic Male
38470,Meowth,Sandile,Meowth
38471,Heatran,Sewaddle,Heatran
38472,Lileep,Arceus,Arceus
38473,Sandile,Machop,Sandile
38474,Vespiquen,Plusle,Plusle
38475,Monferno,Oddish,Monferno
38476,Mega Banette,Sudowoodo,Mega Banette
38477,Graveler,Boldore,Graveler
38478,Patrat,Primal Groudon,Primal Groudon
38479,Terrakion,Gabite,Terrakion
38480,Leafeon,Shinx,Leafeon
38481,Palkia,Cascoon,Palkia
38482,Simisage,Phantump,Simisage
38483,Raticate,Shuppet,Shuppet
38484,Jirachi,Huntail,Jirachi
38485,Archeops,Mega Blaziken,Archeops
38486,Binacle,Golem,Binacle
38487,Staraptor,Lanturn,Staraptor
38488,Heliolisk,Litleo,Heliolisk
38489,Deerling,Cottonee,Deerling
38490,Marowak,Aurorus,Aurorus
38491,Metapod,Corphish,Corphish
38492,Alakazam,Wooper,Alakazam
38493,Conkeldurr,Darkrai,Conkeldurr
38494,Donphan,Mega Sableye,Mega Sableye
38495,Magikarp,Delcatty,Magikarp
38496,Stoutland,Golett,Golett
38497,Emolga,Shellos,Emolga
38498,Scrafty,Croagunk,Scrafty
38499,Bidoof,Raikou,Raikou
38500,Dusclops,Krookodile,Krookodile
38501,Hoothoot,Bunnelby,Bunnelby
38502,Gligar,Heatmor,Gligar
38503,Tangela,Slakoth,Tangela
38504,Inkay,Magnemite,Magnemite
38505,Thundurus Therian Form,Gardevoir,Thundurus Therian Form
38506,Chansey,Electrike,Electrike
38507,Volbeat,Krokorok,Volbeat
38508,Seaking,Loudred,Seaking
38509,Shelmet,Electrike,Electrike
38510,Spritzee,Alomomola,Alomomola
38511,Shinx,Silcoon,Shinx
38512,Kangaskhan,Relicanth,Kangaskhan
38513,Clamperl,Ambipom,Ambipom
38514,Rhyperior,Wooper,Rhyperior
38515,Omastar,Simisear,Simisear
38516,Gothita,Articuno,Articuno
38517,Volcanion,Sigilyph,Sigilyph
38518,Mightyena,Ekans,Mightyena
38519,Unown,Metang,Metang
38520,Mega Lopunny,Plusle,Mega Lopunny
38521,Elgyem,Piplup,Piplup
38522,Wormadam Sandy Cloak,Parasect,Wormadam Sandy Cloak
38523,Archeops,Loudred,Archeops
38524,Espeon,Aurorus,Espeon
38525,Spoink,Aron,Aron
38526,Elekid,Black Kyurem,Black Kyurem
38527,Mega Garchomp,Simisear,Simisear
38528,Cacturne,Raichu,Raichu
38529,Swanna,Swellow,Swellow
38530,Diggersby,Lapras,Diggersby
38531,Keldeo Resolute Form,Girafarig,Keldeo Resolute Form
38532,Weavile,Klang,Weavile
38533,Toxicroak,Anorith,Toxicroak
38534,Regigigas,Tyranitar,Regigigas
38535,Sableye,Tyrantrum,Tyrantrum
38536,Mega Aggron,Gourgeist Small Size,Gourgeist Small Size
38537,Heatmor,Illumise,Illumise
38538,Mega Alakazam,Abra,Mega Alakazam
38539,Torterra,Trevenant,Trevenant
38540,Magmortar,Marill,Magmortar
38541,Dratini,Flabébé,Flabébé
38542,Spritzee,Togetic,Togetic
38543,Mega Slowbro,Bronzong,Bronzong
38544,Breloom,Granbull,Breloom
38545,Kecleon,Noibat,Noibat
38546,Mr. Mime,Riolu,Mr. Mime
38547,Bonsly,Zapdos,Zapdos
38548,Alakazam,Typhlosion,Alakazam
38549,Black Kyurem,Goldeen,Black Kyurem
38550,Ampharos,Sigilyph,Sigilyph
38551,Aipom,Slurpuff,Aipom
38552,Vileplume,Pyroar,Pyroar
38553,Steelix,Whismur,Steelix
38554,Larvitar,Braviary,Braviary
38555,Mr. Mime,Pinsir,Mr. Mime
38556,Floatzel,Marill,Floatzel
38557,Gourgeist Small Size,Vulpix,Gourgeist Small Size
38558,Munna,Mantine,Mantine
38559,Poliwhirl,Palkia,Palkia
38560,Hitmonchan,Clamperl,Hitmonchan
38561,Mamoswine,Trubbish,Mamoswine
38562,Cradily,Machoke,Machoke
38563,Skarmory,Zorua,Skarmory
38564,Dusclops,Persian,Persian
38565,Pumpkaboo Super Size,Heatmor,Heatmor
38566,Ferrothorn,Tirtouga,Tirtouga
38567,Shellder,Shedinja,Shedinja
38568,Cubchoo,Mesprit,Mesprit
38569,Bellossom,Nidoking,Nidoking
38570,Milotic,Latios,Latios
38571,Xerneas,Feraligatr,Xerneas
38572,Gigalith,Tyrunt,Tyrunt
38573,Porygon,Palpitoad,Palpitoad
38574,Treecko,Chatot,Chatot
38575,Scatterbug,Mime Jr.,Mime Jr.
38576,Gigalith,Psyduck,Psyduck
38577,Electrode,Klinklang,Electrode
38578,Vanillish,Raichu,Raichu
38579,Sceptile,Gengar,Sceptile
38580,Politoed,Toxicroak,Toxicroak
38581,Steelix,Klinklang,Klinklang
38582,Mega Charizard Y,Makuhita,Mega Charizard Y
38583,Mime Jr.,Munchlax,Munchlax
38584,Meowth,Girafarig,Meowth
38585,Bulbasaur,Electrike,Electrike
38586,Drapion,Infernape,Infernape
38587,Goodra,Deoxys Attack Form,Deoxys Attack Form
38588,Dedenne,Wingull,Dedenne
38589,Gloom,Bouffalant,Bouffalant
38590,Shaymin Sky Form,Mewtwo,Mewtwo
38591,Vigoroth,Pignite,Vigoroth
38592,Bronzong,Noivern,Noivern
38593,Delphox,Finneon,Delphox
38594,Muk,Seedot,Muk
38595,Mantyke,Spearow,Spearow
38596,Swoobat,Audino,Swoobat
38597,Armaldo,Cobalion,Cobalion
38598,Mega Pinsir,Wormadam Sandy Cloak,Mega Pinsir
38599,Zigzagoon,Misdreavus,Misdreavus
38600,Smeargle,Claydol,Claydol
38601,Meowstic Male,Ralts,Meowstic Male
38602,Medicham,Floatzel,Floatzel
38603,Numel,Horsea,Horsea
38604,Swampert,Wormadam Trash Cloak,Swampert
38605,Diglett,Azelf,Azelf
38606,Dedenne,Mega Sableye,Dedenne
38607,Swellow,Igglybuff,Swellow
38608,Spewpa,Pangoro,Pangoro
38609,Gothitelle,Kabuto,Gothitelle
38610,Hoothoot,Thundurus Incarnate Form,Thundurus Incarnate Form
38611,Gothita,Conkeldurr,Conkeldurr
38612,Chansey,Hitmonchan,Hitmonchan
38613,Rampardos,Stunfisk,Rampardos
38614,Smeargle,Bronzong,Bronzong
38615,Makuhita,Ambipom,Ambipom
38616,Flaaffy,Wormadam Trash Cloak,Flaaffy
38617,Squirtle,Zubat,Zubat
38618,Pidgeot,Buneary,Pidgeot
38619,Haxorus,Slowbro,Haxorus
38620,Feraligatr,Jynx,Jynx
38621,Cubone,Pelipper,Pelipper
38622,Talonflame,Starmie,Talonflame
38623,Shaymin Sky Form,Venomoth,Shaymin Sky Form
38624,Exploud,Dragalge,Exploud
38625,Lickilicky,Hitmonlee,Hitmonlee
38626,Tangela,Larvesta,Larvesta
38627,Meowstic Female,Quilladin,Meowstic Female
38628,Nidorina,Tympole,Tympole
38629,Primal Kyogre,Cubchoo,Primal Kyogre
38630,Hawlucha,Keldeo Resolute Form,Hawlucha
38631,Grimer,Vileplume,Vileplume
38632,Kangaskhan,Braviary,Kangaskhan
38633,Elekid,Skiploom,Elekid
38634,Nidorina,Grimer,Nidorina
38635,Crobat,Dewott,Crobat
38636,Hitmonlee,Combusken,Hitmonlee
38637,Wartortle,Drifblim,Drifblim
38638,Bellossom,Rufflet,Rufflet
38639,Haxorus,Unfezant,Haxorus
38640,Scrafty,Graveler,Scrafty
38641,Wingull,Skrelp,Skrelp
38642,Cradily,Mega Charizard Y,Mega Charizard Y
38643,Makuhita,Rotom,Rotom
38644,Golett,Mesprit,Mesprit
38645,Empoleon,Chansey,Empoleon
38646,Starmie,Rattata,Starmie
38647,Cacnea,Hitmonlee,Hitmonlee
38648,Aipom,Carbink,Aipom
38649,Bastiodon,Gogoat,Gogoat
38650,Mega Ampharos,Drifblim,Drifblim
38651,Larvitar,Snivy,Snivy
38652,Simisage,Raichu,Raichu
38653,Lairon,Suicune,Suicune
38654,Hypno,Elekid,Elekid
38655,Solrock,Rayquaza,Rayquaza
38656,Unfezant,Primal Groudon,Unfezant
38657,Dragonair,Swirlix,Swirlix
38658,Cloyster,Mothim,Cloyster
38659,Throh,Swampert,Swampert
38660,Mega Audino,Swablu,Swablu
38661,Parasect,Leavanny,Leavanny
38662,Onix,Unown,Onix
38663,Ambipom,Tornadus Incarnate Form,Ambipom
38664,Gogoat,Elekid,Elekid
38665,Haunter,Mega Scizor,Mega Scizor
38666,Gourgeist Large Size,Gurdurr,Gourgeist Large Size
38667,Mega Pidgeot,Honedge,Mega Pidgeot
38668,Noibat,Ivysaur,Ivysaur
38669,Drilbur,Frogadier,Frogadier
38670,Ralts,Finneon,Finneon
38671,Meganium,Floette,Meganium
38672,Baltoy,Piplup,Baltoy
38673,Staryu,Mandibuzz,Staryu
38674,Sylveon,Grumpig,Grumpig
38675,Diggersby,Castform,Diggersby
38676,Thundurus Therian Form,Sneasel,Sneasel
38677,Lumineon,Noctowl,Lumineon
38678,Arceus,Joltik,Arceus
38679,Magby,Trevenant,Magby
38680,Duosion,Hawlucha,Hawlucha
38681,Bunnelby,Swoobat,Swoobat
38682,Pyroar,Torterra,Pyroar
38683,Snover,Dusclops,Snover
38684,Dunsparce,Reshiram,Reshiram
38685,Venusaur,Zubat,Venusaur
38686,Skrelp,Walrein,Walrein
38687,Onix,Deoxys Defense Form,Deoxys Defense Form
38688,Tirtouga,Gloom,Gloom
38689,Scizor,Grimer,Scizor
38690,Frogadier,Mega Steelix,Frogadier
38691,Surskit,Vullaby,Surskit
38692,Rhydon,Cherrim,Cherrim
38693,Noctowl,Vibrava,Vibrava
38694,Reuniclus,Snivy,Snivy
38695,Thundurus Therian Form,Seadra,Thundurus Therian Form
38696,Fraxure,Slaking,Slaking
38697,Mega Audino,Furret,Furret
38698,Ampharos,Sentret,Ampharos
38699,Frillish,Mega Latios,Mega Latios
38700,Krabby,Sliggoo,Sliggoo
38701,Rayquaza,Abra,Rayquaza
38702,Dusknoir,Abra,Dusknoir
38703,Gligar,Surskit,Gligar
38704,Scrafty,Dustox,Dustox
38705,Arcanine,Electabuzz,Electabuzz
38706,Genesect,Lickilicky,Genesect
38707,Murkrow,Machamp,Murkrow
38708,Vullaby,Jumpluff,Jumpluff
38709,Espurr,Gabite,Gabite
38710,Illumise,Duskull,Illumise
38711,Mega Gallade,Lilligant,Mega Gallade
38712,Sceptile,Politoed,Sceptile
38713,Musharna,Entei,Entei
38714,Vigoroth,Gourgeist Super Size,Gourgeist Super Size
38715,Dewgong,Nidoqueen,Nidoqueen
38716,Ambipom,Mr. Mime,Ambipom
38717,Kabuto,Spritzee,Kabuto
38718,Baltoy,Gastrodon,Baltoy
38719,Registeel,Seismitoad,Seismitoad
38720,Drapion,Jigglypuff,Drapion
38721,Salamence,Boldore,Salamence
38722,Loudred,Cubone,Loudred
38723,Kirlia,Whirlipede,Kirlia
38724,Hoopa Unbound,Zapdos,Zapdos
38725,Wormadam Trash Cloak,Bibarel,Bibarel
38726,Clawitzer,Girafarig,Girafarig
38727,Celebi,Entei,Entei
38728,Stunfisk,Cryogonal,Cryogonal
38729,Piloswine,Wingull,Wingull
