,First_pokemon,Second_pokemon,Winner,win_class
94930,Croagunk,Mega Kangaskhan,Mega Kangaskhan,Physical
94931,Fearow,Carnivine,Carnivine,Physical
94932,Dracozolt,Paras,Dracozolt,Physical
94933,Carnivine,Zebstrika,Carnivine,Special
94934,Silcoon,Togekiss,Silcoon,Special
94935,Gastly,Snorlax,Snorlax,Physical
94936,Stoutland,Wooper,Stoutland,Physical
94937,Haxorus,Corsola,Haxorus,Physical
94938,Prinplup,Pignite,Pignite,Physical
94939,Slowking,Dragalge,Slowking,Physical
94940,Gulpin,Skarmory,Skarmory,Special
94941,Hoopa Unbound,Cradily,Hoopa Unbound,Physical
94942,Litleo,Alolan Ninetales,Alolan Ninetales,Special
94943,Chinchou,Toxapex,Toxapex,Physical
94944,Lopunny,Kakuna,Lopunny,Physical
94945,Alcremie,Aggron,Aggron,Physical
94946,Mega Metagross,Sobble,Mega Metagross,Physical
94947,Octillery,Meltan,Octillery,Special
94948,Uxie,Alolan Grimer,Alolan Grimer,Special
94949,Melmetal,Mega Blaziken,Melmetal,Physical
94950,Hatterene,Simisear,Simisear,Physical
94951,Genesect,Ariados,Genesect,Physical
94952,Stonjourner,Cacturne,Cacturne,Physical
94953,Dottler,Mega Venusaur,Dottler,Special
94954,Relicanth,Morgrem,Relicanth,Special
94955,Masquerain,Solrock,Solrock,Physical
94956,Volcanion,Greninja,Greninja,Special
94957,Voltorb,Diglett,Diglett,Physical
94958,Armaldo,Budew,Armaldo,Special
94959,Tangrowth,Anorith,Tangrowth,Physical
94960,Dustox,Cherrim,Cherrim,Special
94961,Primarina,Victreebel,Primarina,Physical
94962,Toucannon,Ludicolo,Toucannon,Physical
94963,Pachirisu,Abra,Pachirisu,Special
94964,Virizion,Mega Camerupt,Mega Camerupt,Physical
94965,Crabrawler,Togedemaru,Crabrawler,Physical
94966,Sunflora,Magcargo,Magcargo,Special
94967,Togepi,Spiritomb,Spiritomb,Physical
94968,Meowstic Female,Sableye,Sableye,Special
94969,Guzzlord,Chansey,Guzzlord,Physical
94970,Murkrow,Weavile,Weavile,Physical
94971,Pancham,Whiscash,Whiscash,Physical
94972,Meltan,Mega Scizor,Meltan,Physical
94973,Misdreavus,Stufful,Stufful,Physical
94974,Totodile,Misdreavus,Misdreavus,Special
94975,Croconaw,Spiritomb,Spiritomb,Special
94976,Mega Beedrill,Shieldon,Mega Beedrill,Physical
94977,Gyarados,Cherrim,Gyarados,Physical
94978,Magearna,Purrloin,Magearna,Special
94979,Dragonair,Lombre,Lombre,Physical
94980,Copperajah,Kricketot,Copperajah,Physical
94981,Karrablast,Heliolisk,Heliolisk,Physical
94982,Yungoos,Trevenant,Trevenant,Physical
94983,Spewpa,Slaking,Slaking,Physical
94984,Tauros,Mega Glalie,Mega Glalie,Special
94985,Scorbunny,Yamper,Yamper,Special
94986,Rowlet,Camerupt,Camerupt,Special
94987,Ekans,Corsola,Ekans,Special
94988,Pignite,Miltank,Miltank,Physical
94989,Tropius,Victreebel,Tropius,Special
94990,Tepig,Cacnea,Tepig,Physical
94991,Morgrem,Pansage,Morgrem,Physical
94992,Armaldo,Mega Altaria,Mega Altaria,Physical
94993,Mudsdale,Florges,Florges,Physical
94994,Cranidos,Ninetales,Cranidos,Physical
94995,Sunkern,Sylveon,Sylveon,Physical
94996,Blissey,Greninja,Blissey,Special
94997,Shelgon,Blaziken,Blaziken,Physical
94998,Haunter,Tropius,Haunter,Physical
94999,Hatterene,Flareon,Hatterene,Special
95000,Eternatus,Shieldon,Eternatus,Special
95001,Alolan Geodude,Avalugg,Avalugg,Physical
95002,Palkia,Oranguru,Palkia,Special
95003,Sunkern,Eevee,Eevee,Special
95004,Mega Lopunny,Skuntank,Mega Lopunny,Special
95005,Qwilfish,Escavalier,Escavalier,Physical
95006,Bellsprout,Charjabug,Bellsprout,Physical
95007,Dreepy,Duskull,Dreepy,Physical
95008,Sableye,Torterra,Torterra,Physical
95009,Heat Rotom,Muk,Heat Rotom,Physical
95010,Kecleon,Mega Pinsir,Mega Pinsir,Physical
95011,Camerupt,Bulbasaur,Bulbasaur,Physical
95012,Eternatus,Munchlax,Eternatus,Special
95013,Poipole,Machop,Poipole,Special
95014,Haxorus,Joltik,Haxorus,Special
95015,Decidueye,Phione,Phione,Physical
95016,Golduck,Duskull,Golduck,Physical
95017,Lotad,Perrserker,Perrserker,Physical
95018,Wailmer,Bellossom,Wailmer,Special
95019,Marill,Salazzle,Salazzle,Physical
95020,Swirlix,Larvesta,Swirlix,Special
95021,Kadabra,Houndoom,Kadabra,Special
95022,Skuntank,Darumaka,Skuntank,Physical
95023,Xurkitree,Torterra,Torterra,Physical
95024,Kangaskhan,Metang,Kangaskhan,Physical
95025,Raticate,Fearow,Fearow,Physical
95026,Blitzle,Falinks,Falinks,Physical
95027,Grubbin,Primal Kyogre,Primal Kyogre,Physical
95028,Metagross,Mega Lopunny,Metagross,Physical
95029,Cosmoem,Xurkitree,Xurkitree,Physical
95030,Ivysaur,Arceus,Arceus,Special
95031,Vespiquen,Misdreavus,Misdreavus,Special
95032,Morelull,Mienshao,Mienshao,Physical
95033,Toxel,Castform,Castform,Physical
95034,Roserade,Mega Lucario,Mega Lucario,Physical
95035,Jigglypuff,Mega Latios,Mega Latios,Physical
95036,Dusclops,Piloswine,Dusclops,Physical
95037,Inkay,Starly,Starly,Physical
95038,Sandile,Ariados,Ariados,Special
95039,Kabutops,Hippowdon,Hippowdon,Physical
95040,Alakazam,Emolga,Emolga,Special
95041,Clawitzer,Whiscash,Clawitzer,Physical
95042,Mega Medicham,Flygon,Flygon,Physical
95043,White Kyurem,Nosepass,White Kyurem,Physical
95044,Eldegoss,Togetic,Eldegoss,Special
95045,Pancham,Staryu,Pancham,Physical
95046,Magby,Bastiodon,Bastiodon,Physical
95047,Pikachu,Exploud,Exploud,Physical
95048,Spiritomb,Charmander,Charmander,Special
95049,Tropius,Rillaboom,Tropius,Physical
95050,Omastar,Celesteela,Celesteela,Physical
95051,Blastoise,Bronzong,Blastoise,Physical
95052,Shuppet,Carracosta,Carracosta,Physical
95053,Mienshao,Monferno,Monferno,Physical
95054,Volcarona,Florges,Volcarona,Physical
95055,Samurott,Reuniclus,Samurott,Physical
95056,Togetic,Vivillon,Togetic,Special
95057,Komala,Elgyem,Komala,Physical
95058,Mega Camerupt,Magikarp,Mega Camerupt,Physical
95059,Rattata,Klefki,Klefki,Physical
95060,Hatterene,Bounsweet,Hatterene,Physical
95061,Poliwag,Flabébé,Poliwag,Special
95062,Shuppet,Chikorita,Shuppet,Physical
95063,Manaphy,Cubchoo,Manaphy,Special
95064,Flygon,Archen,Flygon,Physical
95065,Spiritomb,Hoppip,Spiritomb,Special
95066,Meowth,Popplio,Meowth,Physical
95067,Vanillish,Malamar,Malamar,Physical
95068,Horsea,Alolan Ninetales,Alolan Ninetales,Special
95069,Nidoqueen,Venusaur,Venusaur,Physical
95070,Gorebyss,Silicobra,Gorebyss,Physical
95071,Furret,Altaria,Altaria,Physical
95072,Swampert,Mudbray,Swampert,Physical
95073,Ninjask,Bulbasaur,Ninjask,Physical
95074,Togedemaru,Lunala,Lunala,Special
95075,Rowlet,Kricketot,Rowlet,Physical
95076,Wurmple,Mega Glalie,Mega Glalie,Physical
95077,Pansear,Beheeyem,Beheeyem,Special
95078,Gastrodon,Bruxish,Gastrodon,Physical
95079,Pawniard,Mareep,Pawniard,Physical
95080,Skarmory,Mienfoo,Skarmory,Physical
95081,Nihilego,Kakuna,Nihilego,Physical
95082,Frillish,Grookey,Grookey,Special
95083,Clefable,Sawsbuck,Sawsbuck,Physical
95084,Abra,Meganium,Meganium,Physical
95085,Wailmer,Sandshrew,Wailmer,Physical
95086,Honedge,Hitmontop,Hitmontop,Physical
95087,Shiinotic,Hoothoot,Shiinotic,Special
95088,Bronzong,Huntail,Bronzong,Special
95089,Walrein,Whiscash,Whiscash,Physical
95090,Barraskewda,Simipour,Simipour,Physical
95091,Kabutops,Abomasnow,Abomasnow,Physical
95092,Articuno,Feraligatr,Articuno,Physical
95093,Pincurchin,Roggenrola,Pincurchin,Physical
95094,Stonjourner,Solosis,Stonjourner,Physical
95095,Sandygast,Sliggoo,Sliggoo,Special
95096,Eternatus,Drapion,Drapion,Physical
95097,Shuckle,Kakuna,Kakuna,Physical
95098,Krabby,Ampharos,Krabby,Special
95099,Hitmonchan,Hawlucha,Hawlucha,Physical
95100,Morgrem,Diglett,Morgrem,Physical
95101,Linoone,Groudon,Groudon,Special
95102,Heatmor,Eelektross,Eelektross,Physical
95103,Alolan Meowth,Hatenna,Alolan Meowth,Physical
95104,Ampharos,Bellossom,Ampharos,Physical
95105,Tyrantrum,Barboach,Tyrantrum,Physical
95106,Pansear,Gengar,Gengar,Physical
95107,Hippopotas,Diglett,Hippopotas,Physical
95108,Spewpa,Pikachu,Spewpa,Physical
95109,Yamask,Magby,Magby,Physical
95110,Carkol,Patrat,Carkol,Physical
95111,Pidove,Poipole,Poipole,Physical
95112,Dubwool,Cosmog,Dubwool,Physical
95113,Fletchinder,Sandile,Sandile,Physical
95114,Mega Ampharos,Pyroar,Mega Ampharos,Physical
95115,Jirachi,Dusknoir,Jirachi,Physical
95116,Indeedee Female,Decidueye,Decidueye,Physical
95117,Mega Houndoom,Charjabug,Mega Houndoom,Special
95118,Alolan Persian,Turtonator,Turtonator,Special
95119,Vullaby,Sawsbuck,Sawsbuck,Special
95120,Dodrio,Pelipper,Pelipper,Physical
95121,Monferno,Jolteon,Jolteon,Special
95122,Feebas,Tentacruel,Tentacruel,Special
95123,Centiskorch,Spectrier,Centiskorch,Physical
95124,Luvdisc,Dialga,Dialga,Physical
95125,Roselia,Regidrago,Regidrago,Physical
95126,Pansage,Onix,Onix,Physical
95127,Watchog,Turtonator,Watchog,Physical
95128,Pyukumuku,Orbeetle,Orbeetle,Physical
95129,Feraligatr,Mow Rotom,Mow Rotom,Special
95130,Lilligant,Metapod,Lilligant,Physical
95131,Cottonee,Bastiodon,Bastiodon,Special
95132,Yanmega,Solgaleo,Solgaleo,Special
95133,Anorith,Mega Sableye,Mega Sableye,Physical
95134,Mega Medicham,Tsareena,Tsareena,Physical
95135,Milotic,Aron,Milotic,Physical
95136,Bronzor,Swinub,Bronzor,Physical
95137,Petilil,Scyther,Scyther,Special
95138,Lapras,Tyrunt,Lapras,Physical
95139,Psyduck,Seadra,Seadra,Physical
95140,Kricketune,Alolan Sandshrew,Kricketune,Physical
95141,Marshtomp,Vibrava,Vibrava,Physical
95142,Tapu Bulu,Mega Kangaskhan,Mega Kangaskhan,Physical
95143,Shiinotic,Scizor,Scizor,Physical
95144,Cleffa,Sealeo,Sealeo,Physical
95145,Psyduck,Exploud,Exploud,Physical
95146,Mankey,Pawniard,Mankey,Physical
95147,Furret,Alolan Sandshrew,Alolan Sandshrew,Physical
95148,Gallade,Koffing,Gallade,Physical
95149,Ponyta,Durant,Durant,Special
95150,Electabuzz,Ducklett,Electabuzz,Physical
95151,Metapod,Probopass,Probopass,Physical
95152,Togekiss,Primal Groudon,Primal Groudon,Special
95153,Natu,Accelgor,Accelgor,Physical
95154,Carracosta,Vileplume,Vileplume,Special
95155,Sigilyph,Ursaring,Ursaring,Physical
95156,Luvdisc,Bastiodon,Bastiodon,Physical
95157,Muk,Skrelp,Muk,Physical
95158,Staryu,Jumpluff,Jumpluff,Special
95159,Chimchar,Hitmonchan,Hitmonchan,Physical
95160,Mega Abomasnow,Scizor,Scizor,Physical
95161,Larvitar,Pyukumuku,Larvitar,Physical
95162,Decidueye,Koffing,Koffing,Special
95163,Salamence,Fearow,Salamence,Physical
95164,Qwilfish,Musharna,Musharna,Physical
95165,Croagunk,Venusaur,Venusaur,Special
95166,Decidueye,Mew,Mew,Physical
95167,Stakataka,Gyarados,Stakataka,Physical
95168,Caterpie,Barraskewda,Barraskewda,Physical
95169,Drifblim,Beautifly,Beautifly,Special
95170,Alolan Rattata,Pelipper,Pelipper,Physical
95171,Palkia,Lumineon,Palkia,Physical
95172,Grumpig,Snorunt,Grumpig,Special
95173,Zoroark,Ludicolo,Zoroark,Physical
95174,Tapu Koko,Corvisquire,Tapu Koko,Special
95175,Seviper,Avalugg,Avalugg,Physical
95176,Minccino,Gastly,Gastly,Special
95177,Feebas,Pyroar,Pyroar,Physical
95178,Meditite,Darumaka,Meditite,Physical
95179,Passimian,Cinderace,Passimian,Physical
95180,Alolan Geodude,Drakloak,Drakloak,Physical
95181,Victini,Fraxure,Victini,Physical
95182,Barraskewda,Charjabug,Barraskewda,Special
95183,Duraludon,Skiploom,Duraludon,Physical
95184,Tapu Fini,Drampa,Tapu Fini,Physical
95185,Dunsparce,Huntail,Dunsparce,Special
95186,Flygon,Golbat,Flygon,Special
95187,Mega Lopunny,Florges,Florges,Special
95188,Skrelp,Spinda,Spinda,Physical
95189,Raikou,Pyukumuku,Raikou,Special
95190,Muk,Octillery,Muk,Physical
95191,Cyndaquil,Turtwig,Cyndaquil,Physical
95192,Quagsire,Phantump,Quagsire,Physical
95193,Zorua,Azelf,Azelf,Physical
95194,Arbok,Chimecho,Arbok,Physical
95195,Pelipper,Shroomish,Shroomish,Special
95196,Swadloon,Krokorok,Swadloon,Physical
95197,Alolan Sandshrew,Flabébé,Alolan Sandshrew,Physical
95198,Metagross,Lombre,Lombre,Physical
95199,Meowstic Male,Archen,Meowstic Male,Physical
95200,Glastrier,Pignite,Glastrier,Physical
95201,Palpitoad,Sandygast,Palpitoad,Special
95202,Alolan Persian,Swirlix,Swirlix,Physical
95203,Klink,Scyther,Scyther,Physical
95204,Delibird,Fan Rotom,Fan Rotom,Physical
95205,Rillaboom,Hatenna,Rillaboom,Physical
95206,Vespiquen,Froslass,Vespiquen,Special
95207,Jirachi,Wimpod,Jirachi,Special
95208,Ferroseed,Weepinbell,Ferroseed,Physical
95209,Kubfu,Primeape,Primeape,Physical
95210,Flygon,Snivy,Flygon,Physical
95211,Hatterene,Lanturn,Lanturn,Special
95212,Mega Gardevoir,Vanillite,Vanillite,Physical
95213,Blitzle,Zangoose,Zangoose,Physical
95214,Trubbish,Ducklett,Ducklett,Special
95215,Mega Gengar,Delibird,Mega Gengar,Physical
95216,Cramorant,Runerigus,Cramorant,Physical
95217,Alolan Grimer,Timburr,Timburr,Physical
95218,Indeedee Female,Nincada,Nincada,Physical
95219,Scatterbug,Pansear,Pansear,Physical
95220,Ralts,Mega Pinsir,Mega Pinsir,Physical
95221,Eternatus,Sizzlipede,Eternatus,Physical
95222,Espurr,Timburr,Timburr,Physical
95223,Skuntank,Cresselia,Skuntank,Special
95224,Lapras,Smoochum,Lapras,Special
95225,Poipole,Glalie,Poipole,Physical
95226,Quilava,Nidoqueen,Nidoqueen,Physical
95227,Cacturne,Zarude,Zarude,Physical
95228,Bulbasaur,Pidove,Bulbasaur,Physical
95229,Grubbin,Ninetales,Ninetales,Special
95230,Dewott,Melmetal,Melmetal,Physical
95231,Ludicolo,Buneary,Ludicolo,Physical
95232,Sandshrew,Bellsprout,Bellsprout,Physical
95233,Swalot,Arctozolt,Swalot,Special
95234,Aipom,Mudsdale,Mudsdale,Physical
95235,Primal Kyogre,Skitty,Primal Kyogre,Special
95236,Azelf,Delibird,Azelf,Special
95237,Dreepy,Politoed,Politoed,Physical
95238,Malamar,Spoink,Malamar,Physical
95239,Tirtouga,Glalie,Glalie,Special
95240,Solgaleo,Crustle,Solgaleo,Physical
95241,Krabby,Flygon,Flygon,Physical
95242,Gloom,Fan Rotom,Fan Rotom,Special
95243,Gengar,Huntail,Huntail,Physical
95244,Melmetal,Mega Blastoise,Melmetal,Physical
95245,Pidgey,Cinderace,Cinderace,Special
95246,Honedge,Dragalge,Dragalge,Special
95247,Dracozolt,Solosis,Dracozolt,Physical
95248,Munna,Wailmer,Wailmer,Special
95249,Baltoy,Golbat,Golbat,Special
95250,Phantump,Lotad,Lotad,Special
95251,Grumpig,Litleo,Litleo,Physical
95252,Machamp,Carracosta,Machamp,Physical
95253,Croconaw,Indeedee Female,Indeedee Female,Special
95254,Kingler,Gallade,Kingler,Physical
95255,Mega Salamence,Gothita,Mega Salamence,Physical
95256,Froslass,Rotom,Rotom,Special
95257,Ledian,Eternatus Eternamax,Eternatus Eternamax,Special
95258,Torkoal,Butterfree,Torkoal,Special
95259,Lampent,Litwick,Litwick,Special
95260,Gible,Mega Houndoom,Mega Houndoom,Special
95261,Melmetal,Ledyba,Melmetal,Physical
95262,Grimmsnarl,Mega Lucario,Grimmsnarl,Special
95263,Elgyem,Linoone,Linoone,Special
95264,Golbat,Piplup,Golbat,Special
95265,Kirlia,Wailord,Wailord,Physical
95266,Nickit,Toxicroak,Toxicroak,Physical
95267,Dubwool,Nidoqueen,Nidoqueen,Special
95268,Xurkitree,Lugia,Lugia,Physical
95269,Cinccino,Bulbasaur,Bulbasaur,Physical
95270,White Kyurem,Chingling,White Kyurem,Physical
95271,Poliwag,Swampert,Swampert,Physical
95272,Gigalith,Mega Heracross,Gigalith,Physical
95273,Koffing,Yveltal,Yveltal,Physical
95274,Pyroar,Snubbull,Pyroar,Physical
95275,Krookodile,Panpour,Krookodile,Physical
95276,Lotad,Togedemaru,Togedemaru,Physical
95277,Eternatus Eternamax,Sandile,Eternatus Eternamax,Special
95278,Mamoswine,Aipom,Mamoswine,Physical
95279,Cradily,Vespiquen,Cradily,Special
95280,Foongus,Mega Mawile,Mega Mawile,Physical
95281,Centiskorch,Exploud,Exploud,Physical
95282,Anorith,Shelgon,Shelgon,Physical
95283,Baltoy,Solrock,Solrock,Physical
95284,Manectric,Cranidos,Cranidos,Physical
95285,Frogadier,Krookodile,Frogadier,Special
95286,Goldeen,Spiritomb,Goldeen,Physical
95287,Amoonguss,Yungoos,Amoonguss,Physical
95288,Haunter,Trumbeak,Trumbeak,Physical
95289,Cursola,Mega Blaziken,Mega Blaziken,Physical
95290,Chespin,Shuckle,Shuckle,Physical
95291,Flapple,Paras,Flapple,Special
95292,Buneary,Wobbuffet,Buneary,Special
95293,Palpitoad,Larvitar,Palpitoad,Special
95294,Forretress,Krookodile,Krookodile,Physical
95295,Blastoise,Salamence,Salamence,Special
95296,Rillaboom,Zweilous,Zweilous,Physical
95297,Swablu,Lotad,Swablu,Special
95298,Cutiefly,Grubbin,Grubbin,Physical
95299,Oddish,Bulbasaur,Bulbasaur,Physical
95300,Grumpig,Alolan Marowak,Grumpig,Special
95301,Magby,Pignite,Magby,Special
95302,Cresselia,Pansear,Cresselia,Physical
95303,Pikachu,Phione,Phione,Special
95304,Arrokuda,White Kyurem,Arrokuda,Physical
95305,Rookidee,Swablu,Swablu,Special
95306,Duskull,Totodile,Totodile,Physical
95307,Black Kyurem,Ninjask,Black Kyurem,Physical
95308,Pawniard,Aromatisse,Aromatisse,Special
95309,Emolga,Uxie,Emolga,Physical
95310,Dusknoir,Mega Altaria,Mega Altaria,Physical
95311,Delibird,Exeggutor,Exeggutor,Physical
95312,Drakloak,Magby,Magby,Physical
95313,Jynx,Maractus,Jynx,Physical
95314,Raikou,Mega Abomasnow,Mega Abomasnow,Physical
95315,Sandslash,Vileplume,Vileplume,Special
95316,Chikorita,Kakuna,Kakuna,Special
95317,Grubbin,Skiddo,Skiddo,Physical
95318,Zeraora,Gligar,Zeraora,Special
95319,Arctovish,Samurott,Arctovish,Special
95320,Masquerain,Wartortle,Wartortle,Physical
95321,Sawk,Slakoth,Sawk,Physical
95322,Meditite,Dartrix,Meditite,Physical
95323,Calyrex,Mienfoo,Calyrex,Special
95324,Luvdisc,Zorua,Zorua,Physical
95325,Fomantis,Tympole,Tympole,Special
95326,Volbeat,Chespin,Volbeat,Special
95327,Pyroar,Cyndaquil,Pyroar,Special
95328,Glastrier,Ludicolo,Glastrier,Physical
95329,Bidoof,Yamask,Bidoof,Special
95330,Phantump,Reshiram,Reshiram,Physical
95331,Zubat,Phanpy,Zubat,Physical
95332,Whismur,Zapdos,Zapdos,Physical
95333,Kingdra,Skuntank,Kingdra,Physical
95334,Naganadel,Golduck,Golduck,Physical
95335,White Kyurem,Parasect,White Kyurem,Special
95336,Delcatty,Fan Rotom,Fan Rotom,Special
95337,Metang,Mareep,Metang,Physical
95338,Mega Tyranitar,Alolan Raticate,Mega Tyranitar,Physical
95339,Mega Kangaskhan,Bouffalant,Mega Kangaskhan,Physical
95340,Wooper,Centiskorch,Centiskorch,Physical
95341,Dhelmise,Chandelure,Dhelmise,Physical
95342,Bastiodon,Escavalier,Bastiodon,Physical
95343,Yamask,Cherrim,Cherrim,Physical
95344,Primarina,Togepi,Primarina,Special
95345,Prinplup,Poochyena,Prinplup,Special
95346,Rhyhorn,Ferrothorn,Ferrothorn,Physical
95347,Drifloon,Chimecho,Drifloon,Special
95348,Braviary,Helioptile,Braviary,Special
95349,Greninja,Skuntank,Greninja,Physical
95350,Metang,Volcarona,Volcarona,Physical
95351,Mega Mewtwo X,Mega Houndoom,Mega Mewtwo X,Physical
95352,Carracosta,Exeggcute,Carracosta,Physical
95353,Growlithe,Grimer,Growlithe,Physical
95354,Mothim,Gothita,Mothim,Special
95355,Poliwrath,Deerling,Poliwrath,Physical
95356,Magmar,Tyrantrum,Tyrantrum,Physical
95357,Tynamo,Tapu Koko,Tapu Koko,Physical
95358,Vanillish,Galvantula,Galvantula,Physical
95359,Froslass,Spinda,Spinda,Physical
95360,Deino,Bewear,Bewear,Physical
95361,Golisopod,Hydreigon,Golisopod,Physical
95362,Mega Banette,Meowstic Female,Meowstic Female,Special
95363,Sneasel,Fomantis,Sneasel,Physical
95364,Victreebel,Frogadier,Frogadier,Physical
95365,Koffing,Eelektross,Eelektross,Special
95366,White Kyurem,Stunfisk,White Kyurem,Physical
95367,Dragalge,Darkrai,Darkrai,Physical
95368,Lairon,Dreepy,Lairon,Physical
95369,Luxray,Cloyster,Luxray,Special
95370,Aerodactyl,Buizel,Aerodactyl,Physical
95371,Kakuna,Torterra,Torterra,Physical
95372,Zebstrika,Nuzleaf,Zebstrika,Special
95373,Helioptile,Impidimp,Impidimp,Physical
95374,Binacle,Linoone,Binacle,Physical
95375,Golbat,Starmie,Starmie,Special
95376,Palossand,Venipede,Venipede,Physical
95377,Ludicolo,Alolan Persian,Alolan Persian,Special
95378,Nosepass,Solosis,Solosis,Special
95379,Skarmory,Tyrunt,Skarmory,Physical
95380,Arbok,Turtwig,Turtwig,Physical
95381,Cutiefly,Monferno,Monferno,Physical
95382,Hatenna,Sobble,Hatenna,Special
95383,Patrat,Alolan Marowak,Alolan Marowak,Physical
95384,Finneon,Popplio,Popplio,Special
95385,Turtwig,Leafeon,Leafeon,Physical
95386,Corsola,Nosepass,Corsola,Physical
95387,Togepi,Dracozolt,Dracozolt,Special
95388,Gogoat,Rotom,Gogoat,Physical
95389,Rockruff,Parasect,Rockruff,Physical
95390,Pachirisu,Shinx,Shinx,Physical
95391,Sandslash,Roselia,Sandslash,Physical
95392,Chingling,Drizzile,Drizzile,Special
95393,Vikavolt,Medicham,Vikavolt,Physical
95394,Eldegoss,Cherrim,Eldegoss,Physical
95395,Meganium,Regidrago,Regidrago,Physical
95396,Pincurchin,Dragonair,Dragonair,Physical
95397,Seadra,Happiny,Seadra,Special
95398,Reshiram,Plusle,Reshiram,Physical
95399,Mega Metagross,Rhyhorn,Mega Metagross,Physical
95400,Sliggoo,Skitty,Sliggoo,Physical
95401,Dustox,Turtonator,Dustox,Special
95402,Mega Salamence,Dracovish,Dracovish,Physical
95403,Mudkip,Starly,Mudkip,Physical
95404,Sableye,Stonjourner,Stonjourner,Physical
95405,Aggron,Alolan Persian,Aggron,Physical
95406,Marshadow,Pheromosa,Marshadow,Special
95407,Gible,Slowking,Gible,Physical
95408,Sandshrew,Herdier,Herdier,Physical
95409,Golem,Salandit,Salandit,Physical
95410,Machoke,Omanyte,Machoke,Physical
95411,Piloswine,Poliwhirl,Poliwhirl,Special
95412,Electrode,Noivern,Noivern,Special
95413,Virizion,Own Tempo Rockruff,Own Tempo Rockruff,Physical
95414,Sylveon,Carbink,Sylveon,Special
95415,Magikarp,Swirlix,Swirlix,Special
95416,Barbaracle,Pangoro,Barbaracle,Physical
95417,Bellossom,Chandelure,Bellossom,Physical
95418,Zigzagoon,Persian,Persian,Physical
95419,Monferno,Noctowl,Noctowl,Special
95420,Cherrim,Kyurem,Kyurem,Physical
95421,Abomasnow,Armaldo,Abomasnow,Physical
95422,Rhydon,Clamperl,Clamperl,Physical
95423,Gligar,Magby,Magby,Physical
95424,Phanpy,Luxio,Phanpy,Physical
95425,Abra,Registeel,Registeel,Special
95426,Patrat,Mega Latios,Mega Latios,Special
95427,Snover,Talonflame,Talonflame,Physical
95428,Mareanie,Araquanid,Araquanid,Special
95429,Misdreavus,Blaziken,Blaziken,Physical
95430,Victreebel,Impidimp,Victreebel,Physical
95431,Smoochum,Abomasnow,Abomasnow,Physical
95432,Tyrogue,Solosis,Solosis,Special
95433,Weavile,Slowbro,Weavile,Physical
95434,Hatterene,Happiny,Hatterene,Special
95435,Lombre,Jellicent,Lombre,Physical
95436,Groudon,Magby,Groudon,Physical
95437,Liepard,Espeon,Liepard,Physical
